stem,subject,paul_vs_gbarimah,paul_vs_erik,gbarimah_vs_erik,paul_vs_majority,gbarimah_vs_majority,erik_vs_majority
TAM006_V5_UA_N,TAM006,0.5500419011133725,0.6352281417282691,0.8061078912171199,0.6915498820591092,0.8548127836611196,0.9365378885688748
TAM006_V17_UA_N,TAM006,0.7119110748521313,0.7104420243433697,0.8494061757719715,0.7714301011939819,0.9177241584748287,0.9273813266268469
TAM0009_V2_UA_N,TAM0009,0.6733453769091805,0.7021750299708854,0.8907128257537047,0.7405734928877851,0.9265472907876815,0.9583863097488059
TAM009_V4_UA_N,TAM009,0.5241364665911665,0.7519676884838442,0.7071249771048294,0.7741362187026293,0.7198944040273813,0.9801548681927813
TAM028_V13_UA_N,TAM028,0.7890300368039891,0.8572829551336184,0.8769237692376923,0.8849844501741049,0.899506129288297,0.977171464330413
TAM030_V10_UA_N,TAM030,0.9197130334712666,0.9348584428715875,0.9367713552486863,0.9589429924266211,0.9600514994352066,0.9763692662563151
TAM030_V11_UA_N,TAM030,0.9259305898352894,0.932777433272202,0.8918432725480532,0.9853668274829479,0.9405933829785913,0.9480331141762751
TAM030_V12_UA_N,TAM030,0.24874878809317927,0.5681369321922317,0.47916437118490934,0.6078048468162756,0.4909626652517019,0.9522433160349472
TAM030_V13_UA_N,TAM030,0.24253066289954187,0.7888415005657585,0.34331868925091164,0.7952380952380952,0.3458302784784959,0.9955969395120543
TAM031_V1_UA_N,TAM031,0.43337450667309374,0.44610846380757885,0.4809464689987585,0.7501368862931191,0.6309942213271202,0.814404432132964
TAM031_V2_UA_N,TAM031,0.15594049638953558,0.6739922059669073,0.282923629207136,0.7155902152902753,0.2897449609972892,0.9564447223090549
TAM031_V4_UA_N,TAM031,0.16805140736718255,0.0,0.3083721733126187,0.46839210937894155,0.43386818385220227,0.793743890518084
TAM033_V10_UA_N,TAM033,0.7132611637347768,0.8435745227017487,0.6442652857058789,0.9664606707865843,0.7540939776752891,0.8746822033898305
TAM033_V11_UA_N,TAM033,0.0,0.845200776235259,0.0,0.9344005280963776,0.0,0.8985162262953265
TAM033_V13_UA_N,TAM033,0.7564356435643564,0.7502241056148643,0.8075855062648154,0.855257592420269,0.8961229479566888,0.8993757431629013
TAM033_V15_UA_N,TAM033,0.7898099882293593,0.7665882834066047,0.7160661297159814,0.9293943870014771,0.8534801544909195,0.844272076372315
TAM034_V4_UA_N,TAM034,0.7205001472946876,0.8248251227861289,0.8238873880278687,0.8632362635232076,0.8529256411761253,0.9611551491629116
TAM034_V5_UA_N,TAM034,0.640815714499925,0.8298223549756327,0.7888618690040352,0.8356341167729068,0.7929583466496218,0.9957162613417884
TAM034_V9_LA_N,TAM034,0.0,0.36935520107840936,0.0,0.4905998209489705,0.0,0.5991253644314869
TAM034_V11_UA_N,TAM034,0.9549406416876296,0.9406260910043058,0.9423307335820053,0.9769520756676223,0.977594417257346,0.9645964457608294
TAM034_V14_UA_N,TAM034,0.8286743268736065,0.8855640322939041,0.8737602853299127,0.922765933101949,0.9047466324567031,0.9633100217039309
TAM034_V15_UA_N,TAM034,0.8315668862790031,0.9069366877185657,0.8918764049896416,0.9241789144160875,0.9061899441340782,0.982805517777346
TAM034_V17_UA_N,TAM034,0.628761939088124,0.6029528676888132,0.7649516441005803,0.7529944966008417,0.8632255172928961,0.8912024517757346
TAM038_V1_UA_N,TAM038,0.2662786467806475,0.7387729285262492,0.45963451306962755,0.74749825459623,0.4632601515445891,0.9889583899918412
TAM038_V2_UA_N,TAM038,0.30085533655634067,0.21896058340256624,0.8768211920529801,0.3100804906094289,0.9742723910596559,0.8992409109069117
TAM038_V3_UA_N,TAM038,0.8266438356164384,0.6400917431192661,0.6980121703853955,0.8983252698176405,0.9216016150740243,0.7708781362007169
TAM038_V5_UA_N,TAM038,0.871778060074581,0.9041923306179217,0.8223464554701452,0.9800546221964744,0.893089381639,0.9244151874926531
TAM038_V11_UA_N,TAM038,0.29456320484766874,0.49561030869442085,0.687904687904688,0.49561030869442085,0.687904687904688,1.0
TAM038_V12_UA_N,TAM038,0.790930916976456,0.8738059101865905,0.8766231430524082,0.8949305525128161,0.8936645170434413,0.9827016129032258
TAM047_V12_UA_N,TAM047,0.9029574051907862,0.9361786939623877,0.8824130100135648,0.9761738693747734,0.9263280341217526,0.9596604206945676
TAM047_V15_UA_N,TAM047,0.2899713698132989,0.7397006634778583,0.43879324539417114,0.7497263201793254,0.4408904575451755,0.9892756970796899
TAM047_V16_UA_N,TAM047,0.783801652892562,0.9237730595196658,0.85664,0.9259839777081157,0.8586295228946526,0.9978121844496802
TAM047_V19_UA_N,TAM047,0.800732516882225,0.9034112207922029,0.8176656151419558,0.9488188976377953,0.851977648734524,0.9543667341832479
TAM047_V20_UA_N,TAM047,0.8201503421967912,0.7359893252001525,0.849268167422751,0.8553389455028799,0.9709364908503767,0.8759111713849805
TAM057_V9_UA_N,TAM057,0.7276883420067117,0.7342844621901933,0.9163974773111829,0.7725014087393064,0.9536577557227469,0.9593013940073706
TAM057_V10_UA_N,TAM057,0.3902344880826016,0.36145870575616734,0.9439081510253041,0.3932130876561816,0.9952720811877014,0.9481596236050148
TAM057_V11_LA_N,TAM057,0.5098270440251572,0.7013566251626092,0.7565606998079795,0.7191650853889943,0.7784090909090909,0.9739166153214213
TAM057_V11_UA_N,TAM057,0.3537377619178333,0.3249558712280407,0.8624472573839662,0.38243149668612125,0.9522478453296064,0.9014332965821389
TAM057_V12_LA_N,TAM057,0.6892655367231638,0.4897172236503856,0.6872825666795516,0.7668009669621273,0.9098424179798502,0.755203171456888
TAM057_V13_LA_N,TAM057,0.277526395173454,0.6282076785359061,0.46582614465826144,0.8217538381472808,0.6311057836379982,0.7927170868347339
TAM057_V13_UA_N,TAM057,0.36651213526043086,0.34256705941338683,0.9018204944749185,0.387055657838833,0.9727319499228263,0.9254835039817975
TAM057_V14_LA_N,TAM057,0.05700382342718109,0.1547319179560993,0.7698713096139288,0.1618366578848325,0.8071428571428572,0.9496284062758051
TAM057_V14_UA_N,TAM057,0.33320095313741066,0.35048898547861307,0.887625544817131,0.3856334720888035,0.9363268554752272,0.9458619777895293
TAM057_V15_UA_N,TAM057,0.2459016393442623,0.22811671087533156,0.8274967574578469,0.2798839277356548,0.9192213278529429,0.8931767337807607
TAM058_V1_UA_N,TAM058,0.49660995266726365,0.49440050121387735,0.6525399943867527,0.6989205646277332,0.8844087299700443,0.7584289639566834
TAM058_V2_UA_N,TAM058,0.7482643353047056,0.7150687765022236,0.7868706039968739,0.8314093314093314,0.9268805891635981,0.8575039494470774
TAM058_V3_UA_N,TAM058,0.5608377659574468,0.7133928571428572,0.6437737642585551,0.8524939983995732,0.7791199309749784,0.8522933926045666
TAM058_V4_UA_N,TAM058,0.47092796378677904,0.686970773012838,0.7135690540948927,0.7523182769967095,0.772998101224383,0.9256314312441534
TAM058_V5_UA_N,TAM058,0.5017103762827823,0.5970805838832234,0.7025158440560784,0.7295382360127046,0.8508955571063038,0.8432320441988951
TAM058_V6_UA_N,TAM058,0.39242372689123284,0.3763419080413206,0.5168004757656854,0.5793576551294044,0.841442749939482,0.6359427609427609
TAM058_V8_UA_N,TAM058,0.7749873928391326,0.5903170635442705,0.6724896239856284,0.8498106060606061,0.9439179201808539,0.7234929711698832
TAM058_V9_UA_N,TAM058,0.4563419117647059,0.5405724402478608,0.6691216584833606,0.7058370256212676,0.8539599651871193,0.8057765267409129
TAM058_V10_UA_N,TAM058,0.6524376020527175,0.5257792262053982,0.7006807495262826,0.741369152821963,0.9271055808338751,0.7542719954808643
TAM058_V12_UA_N,TAM058,0.9257755400357317,0.7294423148262644,0.7664469742360696,0.9442932607651673,0.9832436587240584,0.7818612922347362
TAM058_V13_UA_N,TAM058,0.9000211371803002,0.8991446190570918,0.835186656076251,0.9843391104614743,0.9170487703209671,0.9151943462897526
TAM058_V14_UA_N,TAM058,0.2756009842892296,0.4136135391482239,0.8348457350272233,0.4380539688792594,0.868626922039385,0.960042621204049
TAM058_V15_UA_N,TAM058,0.39049394221808015,0.44820690574590055,0.603384702656708,0.6348187311178247,0.7623029144768275,0.766295707472178
TAM058_V19_UA_N,TAM058,0.0,0.16580310880829016,0.5922073097106766,0.2029671038486347,0.655697243932538,0.8753363228699551
TAM063_V1_UA_N,TAM063,0.6466004285992597,0.4865142187041923,0.7533580361278369,0.6756234096692112,0.9672192076116851,0.7730972610064761
TAM063_V2_UA_N,TAM063,0.8210220392346815,0.575828985019357,0.7274778162129644,0.8254312944866691,0.9968057702215353,0.7304373921524495
TAM063_V3_UA_N,TAM063,0.7310937260315999,0.7410346854791299,0.7943485086342229,0.847679892400807,0.8859259259259259,0.8889753566796368
TAM063_V4_UA_N,TAM063,0.7676767676767676,0.703607088243231,0.7394711911118766,0.8766110052672867,0.9117553360942976,0.8204288754296939
TAM063_V5_UA_N,TAM063,0.6356388279848515,0.813752986392438,0.7805910746041155,0.8457303249487207,0.8054172127566623,0.9670230114151115
TAM063_V6_UA_N,TAM063,0.7609097484529455,0.662306032983091,0.8259713228492137,0.7980212962186636,0.9618906544573121,0.8543504171632896
TAM063_V7_UA_N,TAM063,0.7040200432752534,0.6758313959365208,0.7639305972639306,0.8179593834108148,0.8918103028532477,0.8489587909674018
TAM063_V8_UA_N,TAM063,0.7002407704654896,0.6131742168485514,0.8096676737160121,0.7545893719806763,0.9641829229293253,0.843752045558683
TAM063_V10_UA_N,TAM063,0.7997416020671835,0.8086095144918675,0.8530339805825242,0.8831897415347626,0.9310550367574012,0.9211802979282004
TAM063_V12_UA_N,TAM063,0.8653027598517095,0.7125279642058165,0.8318278696843601,0.8705753724203908,0.9958687727825031,0.8358450490543138
TAM063_V13_UA_N,TAM063,0.8591874931190135,0.7619355359883674,0.7254248583805398,0.9530160654743862,0.9145137576139466,0.8063660477453581
TAM063_V15_UA_N,TAM063,0.8439546730429358,0.6367611979856878,0.6375736706178399,0.9271587071876507,0.9280894544052439,0.7017101028585853
TAM063_V16_UA_N,TAM063,0.8415234476206926,0.7062248717593235,0.8196244547006386,0.8635361925750127,0.9829403290620972,0.8361187328510851
TAM063_V17_UA_N,TAM063,0.8410372040586246,0.6274972253052165,0.7644561009117022,0.8461322607800954,0.9961754414517048,0.7680717265425565
TAM063_V18_UA_N,TAM063,0.8352930110055498,0.5986230221041189,0.6569427562655553,0.8892078586166682,0.9565144109219619,0.6958916427808689
TAM063_V19_UA_N,TAM063,0.9007779619946436,0.7779110444777612,0.7848906560636183,0.9490306060236556,0.9563953488372093,0.8268714011516315
TAM063_V20_UA_N,TAM063,0.8935700672083459,0.6734892787524367,0.6756256427836819,0.950282706180542,0.9474186468174444,0.7189727040473309
TAM063_V21_UA_N,TAM063,0.8546091015169195,0.6476911936723667,0.7342022940563087,0.8825136612021858,0.9777129764632368,0.7550382031690682
TAM066_V20_UA_N,TAM066,0.6677862412283332,0.5235219195529808,0.7288291475061903,0.7290724952795102,0.9624439461883408,0.7639815642842402
TAM067_V1_UA_N,TAM067,0.5334781542342595,0.49427570093457945,0.8517005386557027,0.5758421231711467,0.9747163405699991,0.8765212078008046
TAM067_V2_UA_N,TAM067,0.5509926041261192,0.5578504494167145,0.8859060402684564,0.6075184838071436,0.9398362406550373,0.9399030013354889
TAM067_V3_UA_N,TAM067,0.7909078074262318,0.7574300699300699,0.7774072081764389,0.8946824987093444,0.9157267773412748,0.8590361445783132
TAM067_V4_UA_N,TAM067,0.7784538144066715,0.6160065199674002,0.7912816733745253,0.7970641582654912,0.986013986013986,0.8036408724567435
TAM067_V5_UA_N,TAM067,0.6328594765562545,0.6453533706670447,0.9447352812234057,0.6640166295904598,0.9644587194608256,0.9788120875303925
TAM067_V6_UA_N,TAM067,0.5835044958692774,0.6601951720595789,0.8599291402111762,0.6863519863306279,0.8829101386637853,0.970702045328911
TAM067_V7_UA_N,TAM067,0.6819994221323317,0.6525850152059718,0.9293708665423096,0.6999169730755544,0.980192264699307,0.9471592136530568
TAM067_V8_UA_N,TAM067,0.5438482655353132,0.5815542271562767,0.8713183856502242,0.6193724420190996,0.9086079832404325,0.9550173010380623
TAM067_V9_UA_N,TAM067,0.7478877078222949,0.5530028214429665,0.7559028367589604,0.7628579371698637,0.984077841662981,0.765262252794497
TAM067_V10_UA_N,TAM067,0.4967925475539689,0.4421167593328038,0.7284073375621464,0.5907794361525704,0.8816401062416999,0.8073575799034698
TAM067_V11_UA_N,TAM067,0.44975422548169175,0.506977984532875,0.7865842507589335,0.569176008782143,0.8434717809938425,0.9210278372591006
TAM069_V9_UA_N,TAM069,0.5519785378940308,0.4629085682144866,0.8797074456003271,0.55333930972658,0.9982987936900711,0.8810282074613285
TAM076_V3_UA_N,TAM076,0.5566588785046729,0.7181612660135644,0.7778643336529243,0.7400145595729192,0.7927570307490305,0.9764188198127045
TAM076_V4_UA_N,TAM076,0.5898916537683058,0.5949314499376818,0.8261216070507712,0.6869800332778702,0.8886125838690001,0.9295774647887324
TAM076_V5_UA_N,TAM076,0.3956061078217513,0.31956470309912466,0.831082371558757,0.4614475896224272,0.9023850766155896,0.9233660725112162
TAM076_V6_UA_N,TAM076,0.41590334548081026,0.44184018694848454,0.8670311222073953,0.4784710681371808,0.9100232678970791,0.9483274088373078
TAM076_V7_UA_N,TAM076,0.26601062168072476,0.3828687050359712,0.7863780474472505,0.3828687050359712,0.7863780474472505,1.0
TAM076_V8_UA_N,TAM076,0.326438759638614,0.42446973616140715,0.8287216698431652,0.4291307752545027,0.8331525877385265,0.9937221212621841
TAM076_V9_UA_N,TAM076,0.27638446849140674,0.40356910493540293,0.7281601663126497,0.42456243277598515,0.7460986339430423,0.9680365296803652
TAM076_V10_UA_N,TAM076,0.4795500357630535,0.46060643912188115,0.8972122171097833,0.5099923933337943,0.9591364344535945,0.9328715228920879
TAM076_V11_UA_N,TAM076,0.5209700948212983,0.3518256265008312,0.7084903465922308,0.54567158477773,0.9684270770404757,0.7252422792104198
TAM076_V12_UA_N,TAM076,0.5073336984967439,0.5566796888043006,0.8169661241032532,0.6133245042857668,0.8690660088073225,0.9316361838853189
TAM077_V17_UA_N,TAM077,0.93631156930126,0.7312916111850866,0.7843837713702475,0.9401963022141063,0.9965420358763778,0.7876834337093901
TAM077_V18_UA_N,TAM077,0.8051345927617466,0.66796875,0.8418487891317188,0.8118764191839263,0.9952283968577248,0.8465045592705167
TAM077_V19_UA_N,TAM077,0.7249719438102241,0.581904414447282,0.8190841815472432,0.7364937663537017,0.9920768454220074,0.8262707599396074
TAM077_V20_UA_N,TAM077,0.7429759429759429,0.6500671556979026,0.8490829768308695,0.7695224117898857,0.9729178800232965,0.8700652916504519
TAM077_V21_UA_N,TAM077,0.7345663789560214,0.7690024732069249,0.8592236253090132,0.8262178919397697,0.9103135839173214,0.9403917116094238
TAM079_V4_UA_N,TAM079,0.7817251461988304,0.674062401512764,0.8577794281470479,0.7961584276354973,0.9848946278474845,0.8692146427995484
TAM079_V5_UA_N,TAM079,0.8698289917718879,0.832225237449118,0.897898767577308,0.904079301322917,0.971114359295608,0.9264156276498854
TAM079_V6_UA_N,TAM079,0.805848080193971,0.8380565277934591,0.9194013026052105,0.862599263993802,0.9416933932007697,0.9748987316554885
TAM079_V7_UA_N,TAM079,0.7830139437774961,0.8224467418546366,0.9436152570480929,0.8302826645582131,0.9509239916439016,0.9919206141674209
TAM079_V8_UA_N,TAM079,0.9471613863491388,0.9173402868318122,0.9386658707655574,0.9636863972373604,0.9835054724834283,0.9539951573849879
TAM079_V9_UA_N,TAM079,0.8654007975707021,0.764069613509412,0.8949769053117783,0.8656083107762089,0.9998387460895927,0.8951363833164959
TAM079_V10_UA_N,TAM079,0.8642505592841163,0.8670263684622749,0.8860658991663358,0.9252414561664191,0.9400269541778976,0.9406793567443387
TAM079_V11_UA_N,TAM079,0.7850826889637057,0.8007306066900651,0.8834412297119013,0.8551539491298528,0.9343847352024922,0.943959128323189
TAM079_V12_UA_N,TAM079,0.7825932504440497,0.7627236006924408,0.9415293781544615,0.8012851600387972,0.9804641015470051,0.9595302795031055
TAM080_V2_UA_N,TAM080,0.8144646263581322,0.7563154651879236,0.9318266430151326,0.8182196917094848,0.9961138683397321,0.9352264984504473
TAM080_V3_UA_N,TAM080,0.8513500620169832,0.7468544287976002,0.8836452400325467,0.8556971693159579,0.9961225766103815,0.8870305272895467
TAM080_V4_UA_N,TAM080,0.8384833674917231,0.815052776502983,0.8933138956994235,0.8819177516015706,0.9560381168302101,0.93177038441648
TAM080_V5_UA_N,TAM080,0.8231403040501335,0.7374870197300104,0.9061462539255272,0.8253341080766996,0.9979249011857707,0.907931375190874
TAM080_V6_UA_N,TAM080,0.9019191024505462,0.9284704551880124,0.9254183982927103,0.9537214016796988,0.9504198780628091,0.9743052492280547
TAM080_V7_UA_N,TAM080,0.8767726161369194,0.7251375654274594,0.8391787852865698,0.8789653489507077,0.9982555604012211,0.8408785845027456
TAM080_V8_UA_N,TAM080,0.8466298993811308,0.8368644960195443,0.8596811933313835,0.9163368363586734,0.92950922163176,0.920484753713839
TAM080_V10_UA_N,TAM080,0.8802678039161737,0.8810227062949972,0.8608497409326424,0.9548011447744992,0.9254059763235488,0.9264080765143464
TAM080_V14_UA_N,TAM080,0.5248306545352519,0.2080225193525686,0.5466170436110316,0.555136303896214,0.954566682233638,0.5649750949351482
TAM080_V17_UA_N,TAM080,0.6991915249512127,0.5928490136570561,0.8312502360004531,0.7250231267345051,0.9718390551319906,0.8518031264510137
TAM081_V10_UA_N,TAM081,0.43759986776130916,0.4378169790518192,0.8513070166155149,0.49522978113113425,0.9195244627343393,0.9198399085191538
TAM081_V11_UA_N,TAM081,0.42919395949242195,0.45086805055710705,0.9062994960403168,0.47444481473626804,0.9353568376862206,0.9668586789554532
TAM081_V12_UA_N,TAM081,0.49250454745029165,0.5968379446640316,0.8654398267990775,0.5984756097560976,0.8669086794587714,0.9980460269214069
TAM082_V1_UA_N,TAM082,0.8003310774623886,0.7728958101594364,0.9219702032312591,0.8261989694807769,0.9753399592464757,0.9445064583001116
TAM082_V2_UA_N,TAM082,0.560225558979739,0.5847899817375424,0.5424928491782615,0.8455919823339562,0.7135743160114828,0.7348104956268221
TAM082_V3_UA_N,TAM082,0.5747607655502392,0.6010632753049099,0.8062630781441662,0.6807556080283353,0.8773555276381909,0.9086769130682281
TAM082_V5_UA_N,TAM082,0.5759632852089109,0.583987724523874,0.7316166710910539,0.7212931995540691,0.8506829230650513,0.8446866485013624
TAM082_V6_UA_N,TAM082,0.4045669646210471,0.37614358544591103,0.9006562977613953,0.42372748013531586,0.9708305068320574,0.9257068933653668
TAM083_V1_UA_N,TAM083,0.20567046246804555,0.09047365620010644,0.8735065427650294,0.22294999370197757,0.9391922691220713,0.9324830448425954
TAM083_V2_UA_N,TAM083,0.17453298438769063,0.28434024646828976,0.8217866227742032,0.29429673229145525,0.8343530478132789,0.9844303484636296
TAM083_V3_UA_N,TAM083,0.6365621697780909,0.6935446993369407,0.8302591128678085,0.7493412384716732,0.8773130692035501,0.9395607794618002
TAM083_V4_UA_N,TAM083,0.6952968948610859,0.6263392433867451,0.9315443987592873,0.7071415390293412,0.9871414441147379,0.9439614232483379
TAM083_V5_UA_N,TAM083,0.3487657196087564,0.42874597356436744,0.8504293520686963,0.4304982722104559,0.852715604946001,0.9969219627014304
TAM083_V8_UA_N,TAM083,0.5435057975250901,0.3481677784885315,0.8099515255203878,0.5510204081632653,0.9917903140769753,0.8167944400659167
TAM083_V9_UA_N,TAM083,0.7188220230473752,0.677828245484314,0.7285451197053407,0.8481363996827914,0.8831342783792834,0.8209306706857573
TAM084_V2_UA_N,TAM084,0.8338808912251359,0.7560988031576267,0.8640966093822573,0.8647483690587139,0.9759219430310024,0.8876440315161452
TAM084_V3_UA_N,TAM084,0.8213990569247971,0.7921630094043887,0.9072267174361415,0.8554916090341926,0.970881616367418,0.9347104826605577
TAM084_V5_UA_N,TAM084,0.8556075231366305,0.7393254693470677,0.8008644877530902,0.900672974750797,0.9574361996283033,0.834363838857099
TAM084_V6_UA_N,TAM084,0.7477822883776876,0.6194597123143492,0.7998990408884402,0.7822202532580205,0.9750484570655017,0.8225319801511108
TAM084_V7_UA_N,TAM084,0.855854634212489,0.6448700211170174,0.7348455664075778,0.8809310653536258,0.98002357278854,0.753516409912927
TAM084_V9_UA_N,TAM084,0.8611138014527845,0.7215338993378559,0.8208113516463525,0.8811258114067687,0.9796520456418933,0.8350607047675451
TAM084_V10_UA_N,TAM084,0.7762299940723177,0.5673436230706742,0.7544798696765185,0.7851307801843663,0.9906496363747479,0.7598912432027002
TAM085_V1_UA_N,TAM085,0.632492025295204,0.5369886444623937,0.8706453248352285,0.6395427795382526,0.9918726020050332,0.8769011926906664
TAM085_V3_UA_N,TAM085,0.5578231292517006,0.6900230997690023,0.8455932022611725,0.6906688687035508,0.8461045891141943,0.9992857442964581
TAM085_V4_UA_N,TAM085,0.5516735564741966,0.5455342054202916,0.8223190619524686,0.6347680431141214,0.9146055064208265,0.8930068597560976
TAM085_V12_UA_N,TAM085,0.386735887686458,0.21499485525181455,0.46823692248949983,0.5189635497079949,0.9414163707897515,0.5116057971014493
TAM085_V13_LA_N,TAM085,0.2001966113456312,0.16882040278929147,0.8087250276661425,0.22169569672131148,0.9430502258294563,0.8502495330822694
TAM085_V13_UA_N,TAM085,0.5970817021709288,0.19576807179045663,0.4031768826106707,0.5999289664620224,0.9985483051462583,0.4041122973507315
TAM085_V15_LA_N,TAM085,0.2593025655134466,0.27011535430250055,0.9157162501011081,0.2854762986521278,0.9444004171011471,0.9678963792587526
TAM085_V15_UA_N,TAM085,0.7036914746087302,0.37292464878671777,0.5039004613448903,0.7690474697435254,0.957293105279932,0.5367934589406328
TAM085_V16_LA_N,TAM085,0.22724383054961567,0.21301262256893655,0.8987119070059693,0.24168664330936135,0.965114709851552,0.9288868684244707
TAM085_V16_UA_N,TAM085,0.24108023889898728,0.42590309456293923,0.5189521104129007,0.6277735098739211,0.7401369416367786,0.7246123260437376
TAM085_V17_LA_N,TAM085,0.26935392729327556,0.3538108081110778,0.7570667759115117,0.4128205128205128,0.826264690853347,0.904910625290717
TAM085_V17_UA_N,TAM085,0.6184424501596097,0.533017679947615,0.8469506067867357,0.6450472416946053,0.9771693569963436,0.8657111699641689
TAM085_V18_UA_N,TAM085,0.7546721400021605,0.7151942080031308,0.8850250902368166,0.790870831984461,0.9679961556943777,0.9144163954613422
TAM085_V19_LA_N,TAM085,0.22220818595250127,0.0,0.5052018310445276,0.39333631484794274,0.6576200417536534,0.7872892347600519
TAM085_V19_UA_N,TAM085,0.2695279814933307,0.3928025802070956,0.30981568039509655,0.7906863223664942,0.571103434261329,0.5441845140032949
TAM085_V21_LA_N,TAM085,0.16184971098265896,0.0,0.4526582862414946,0.31902772502848464,0.5748018402527576,0.8117050977148175
TAM086_V3_UA_N,TAM086,0.4830139964669113,0.23097291940802833,0.5653663301856073,0.4934749409968069,0.9858278446513741,0.5699990807737259
TAM086_V4_UA_N,TAM086,0.18151854031783402,0.14213613037839057,0.6294701185579482,0.2602007897385604,0.9142535844813044,0.6768476962157495
TAM086_V5_UA_N,TAM086,0.015353732638888888,0.2552545411308468,0.7152281687941602,0.3361032829925091,0.8628749941131223,0.8386582253631724
TAM086_V6_UA_N,TAM086,0.09437894873966,0.19402850170226868,0.6854169204796631,0.26091888825865,0.804568113099616,0.8345614683180059
TAM086_V7_UA_N,TAM086,0.19269394377932728,0.19883702513745277,0.8826266740727026,0.2188955588213316,0.9290716559475086,0.9463973741330933
TAM086_V8_UA_N,TAM086,0.2008856579722016,0.177874481539403,0.8339527475444651,0.2220775913296924,0.9439887015835813,0.8773669217449589
TAM086_V9_UA_N,TAM086,0.17122849837284984,0.21549769618957068,0.8553938677978843,0.21954808784903973,0.8631885052696222,0.9895536758844174
TAM086_V10_UA_N,TAM086,0.21581428444365383,0.22324451641395554,0.935759496886017,0.23277946199009938,0.9574120851134603,0.9764019930032863
TAM088_V1_UA_N,TAM088,0.629935797910285,0.5115481061105979,0.813537859383544,0.6439903646482266,0.9913384998421993,0.8219123278276276
TAM088_V2_UA_N,TAM088,0.7421991737716446,0.6474732663352527,0.8322356908784321,0.7766425853887915,0.9761381826303838,0.8555659494855005
TAM088_V3_UA_N,TAM088,0.5234621037161453,0.7454853602945474,0.5134378748167563,0.9153386794062447,0.6091011095873332,0.8280374347790078
TAM088_V5_UA_N,TAM088,0.6657115020918104,0.5060200946607988,0.7378607694142502,0.7083163828674377,0.9637706961011216,0.7636488575846074
TAM088_V11_UA_N,TAM088,0.22345157978784078,0.5324892748770534,0.48681526256139024,0.6941754194516437,0.5852484331001907,0.8113399440630562
TAM088_V12_UA_N,TAM088,0.7083639276416794,0.6649622180557923,0.8552390640895219,0.7623318385650224,0.9627030392212349,0.892207600177436
TAM088_V13_UA_N,TAM088,0.3109653683116052,0.5947808607631286,0.539388733409072,0.7358557598365751,0.6330818264602576,0.841046397428648
TAM088_V15_UA_N,TAM088,0.35883905013192613,0.7712980381617844,0.5304413051631454,0.8467950136460869,0.5784200122691023,0.9203911452396665
TAM088_V16_UA_N,TAM088,0.6613897837091578,0.4918032786885246,0.7878259922687428,0.6659328563566318,0.9974495071344868,0.7902629863073245
TAM088_V18_UA_N,TAM088,0.6041760071735093,0.7483325311146256,0.7152797745701306,0.8323790585250455,0.7856794515046329,0.9257006632232037
TAM088_V19_UA_N,TAM088,0.4019551164135176,0.5882892173713762,0.6392400738057814,0.7264409018017168,0.7702886317783176,0.8416398969498425
TAM088_V20_UA_N,TAM088,0.4456909739928608,0.532093341701375,0.6613700025464732,0.6978971787772207,0.8393768987137225,0.8038809344385832
TAM100_V10_UA_N,TAM100,0.7523387061355351,0.3196054911368786,0.458444363411966,0.8353652589486004,0.9134442532032894,0.48951719180543907
TAM100_V15_UA_N,TAM100,0.6183041076147009,0.39564697440803637,0.7606592077411551,0.6193082706766917,0.9987824675324676,0.7614363010329562
TAM100_V16_UA_N,TAM100,0.30563928873835733,0.3219004345236782,0.45622884449459084,0.6124213176668065,0.7093728231985759,0.6059040184706723
TAM100_V17_UA_N,TAM100,0.16230524882771138,0.36872780411547806,0.4904159132007233,0.6173893251394105,0.7818108894013838,0.6721531418138563
